,news title,news source(url),content summary,keywords
73,Historic drought threatens California farms supplying much US food,https://www.straitstimes.com/world/united-states/historic-drought-threatens-california-farms-supplying-much-us-food,"REEDLEY, UNITED STATES (AFP) - In the valleys of central California, the search for water has turned into an all-out obsession as the region suffers through a drought that could threaten the US food supply.
Residents have watched with dismay as verdant fields have turned into brown, dusty plains, leaving shrivelled trees, dying plants and exasperated farmers.
Much of California, and of the broader US West, has suffered through years of lighter-than-usual precipitation and a particularly dry winter.
California authorities don't seem to be hearing that message.
A 'devastating' situationWhen the authorities cut off water supplies, farmers find themselves forced to rely on wells, dug deep into the ground at costs of several thousand dollars.","historic, week, farm, supplying, threatens, farms, wells, water, deep, california, drought, world, supplies, turned, authorities, food"
74,Indian farmers to step up protests after eight killed in clashes,https://www.straitstimes.com/asia/south-asia/indian-farmers-to-step-up-protests-after-eight-killed-in-clashes,"Four of the eight were killed when a car linked to a senior ruling party official crashed into protesters in Uttar Pradesh state, protest leaders said.
""We'll intensify our agitation in Uttar Pradesh and other parts of the country to highlight the plight of innocent farmers,"" Mr Dharmendra Malik, a senior leader of the Bharatiya Kisan Union, told Reuters.
Farmers said the car that crashed into the protesters was owned by a son of junior home minister Mishra.
The son, Mr Ashish Mishra, also denied being present.
India's longest-running farm protests pose a risk for the re-election prospects of Mr Modi's Bharatiya Janata Party when Uttar Pradesh, India's most populous state, goes to the polls early next year.","step, protests, son, car, killed, mr, farmers, state, minister, protest, uttar, party, pradesh, clashes, indian"
75,Israeli start-up Aleph Farms is looking to launch cell-cultivated beef in S'pore next year,https://www.straitstimes.com/life/food/israeli-start-up-aleph-farms-looking-to-launch-cell-cultivated-beef-here-next-year,"SINGAPORE - The world of cell-cultivated meat is heating up, with Israeli start-up Aleph Farms looking to make its cell-cultured thin beef cuts commercially available in Singapore next year, pending regulatory approvals.
Cultivated meat involves making meat products by culturing animal cells under controlled conditions in a laboratory instead of traditional livestock farming.
It is considered a more sustainable way to produce meat.","way, israeli, singapore, spore, beef, looking, launch, aleph, products, produce, farms, startup, meat, traditional, cellcultivated, world, regulatory, sustainable"
76,Eight killed after violence breaks out at India farmer protest,https://www.straitstimes.com/asia/south-asia/six-killed-in-clashes-during-indian-farm-protest,"""Eight persons died in today's Lakhimpur incident.
Angry demonstrators then set the cars on fire, and four more people were killed in the ensuing violence, according to early reports from farmers at the protest.
Uttar Pradesh Chief Minister Yogi Adityanath called the incident ""very sad and unfortunate"" as he appealed for calm.
Internet services in the area were cut, and roads to Uttar Pradesh state capital Lucknow were closed to quell further outbreaks of violence, local media reported.
The incident came ahead of crucial elections next year in Uttar Pradesh, India's most populous state and a key source of votes for the BJP.","farmer, india, killed, breaks, farmers, media, mishra, minister, protest, uttar, local, pradesh, violence, incident, lakhimpur"
77,Golf: Sam Burns wins Sanderson Farms to capture second PGA title,https://www.straitstimes.com/sport/golf/golf-sam-burns-wins-sanderson-farms-to-capture-second-pga-title,"WASHINGTON (AFP) - Sam Burns reeled off four birdies in five holes on the back nine on Sunday (Oct 3) to win the Sanderson Farms Championship and capture his second career PGA Tour crown.
Burns, ranked 25th, won his first PGA Tour title at the Valspar Championship in May and took his second thanks to solid drives and approaches all week.
Young sank a 12-foot birdie putt at the par-three 13th to match Watney's lead, Landry joined them with a 14-foot birdie putt at the 16th and Burns sank a 13-foot birdie putt at the 13th to equal the co-leaders.
657 Watney, 40, missed out on his sixth PGA Tour title and first since the 2012 Barclays but was thrilled after a closing 65.
Young, ranked 173, had missed the cut in all four prior PGA Tour starts.","title, sanderson, sam, pga, capture, sank, birdie, landry, wins, tour, putt, farms, lead, second, watney, feet, golf, burns"
78,Climate change now worse than war for Afghan farmers,https://www.straitstimes.com/asia/south-asia/climate-change-now-worse-than-war-for-afghan-farmers,"BALA MURGHAB, AFGHANISTAN (AFP) - Drought stalks the parched fields around the remote Afghan district of Bala Murghab, where climate change is proving a deadlier foe than the country's recent conflicts.
""The last time I saw rain was last year, and there wasn't much,"" said Mullah Fateh, head of the Haji Rashid Khan village in Bala Murghab.
""We sold sheep to buy food, others died of thirst,"" Mullah Fateh said.
An Afghan lifestyle causes 0.2 tonnes of CO2 emissions per year, compared to 15 from the average American, World Bank figures show.
Rise in child marriageWhen Mullah Fateh needs to fetch water, he sends young boys and men on a day-long trip with a donkey.","change, worse, food, bala, farmers, afghan, climate, mullah, sold, thirst, young, sheep, world, village, fateh, war"
79,EU lifts ban on feeding animal remains to some livestock,https://www.straitstimes.com/world/europe/eu-lifts-ban-on-feeding-animal-remains-to-some-livestock,"PARIS (AFP) - The European Union will next week lift a ban, in place since the ""Mad Cow"" food scare 20 years ago, on feeding ground-up animal remains to some categories of livestock, an issue that still alarms consumers and farmers alike.
The EU banned the use of PAPs in the feed of all farmed animals in 2001 as the full horrors of Bovine Spongiform Encephalopathy, or BSE, emerged.
The disease was spread widely by farmers feeding cattle with the meat and bone meal of dead and infected animals.
Fears of cannibalismThe ban remains in place for ruminants such as cattle, goats and sheep for the time being.
The farmers' union, Confederation Paysanne, which is opposed to industrialised animal farming, argues that the re-authorisation of PAPs in some animal feed would open the door to abuses.","lifts, feed, eu, feeding, ban, paps, farmers, states, used, remains, livestock, cattle, regulations, animal"
80,Indian farmers stage nationwide protests against reforms,https://www.straitstimes.com/asia/south-asia/indian-farmers-aim-for-nationwide-protests-against-reforms-on-monday,"NEW DELHI (REUTERS) - Indian farmers opposed to reforms they say threaten their livelihoods renewed their push against the changes with nationwide protests on Monday (Sept 27), a year after laws on the liberalisation of the sector were introduced.
In Noida, a New Delhi satellite town, farmers confronted police and pushed past them to break through barricades.
Nearly a dozen opposition parties have supported the farmers' protest to step up pressure on Modi's administration to repeal the laws.
Small farmers say the changes make them vulnerable to competition from big business, and that they could eventually lose price supports for staples such as wheat and rice.
Farmer union leaders say their protests would not disrupt emergency services.","protests, farmers, nationwide, sector, stage, say, trillion, repeal, laws, satellite, town, delhi, reforms, indian"
81,French beekeepers expect worst harvest in decades due to climate change,https://www.straitstimes.com/world/europe/french-beekeepers-expect-worst-harvest-in-decades-due-to-climate-change,"PARIS (REUTERS) - French beekeepers expect their worst harvest in decades as unseasonably cold and wet weather due to climate change has prevented bees from producing honey.
""This will be worst harvest in the history of our organisation, the worst in at least 50 years,"" UNAF president Christian Pons told Reuters on Tuesday (Oct 20).
Pons said beekeepers across Europe have been hit by bad weather and climate change will have a lasting impact on honey production.
""Climate change, which beekeepers have felt for more than 15 years, is really hitting us,"" UNAF said, adding that flowering seasons are becoming earlier and shorter.
""Little by little, climate change is hurting our business.","change, harvest, virtually, weather, expect, honey, climate, tonnes, worst, decades, beekeepers, french, unaf"
82,PUB eyes 2 large-scale floating solar farms at Lower Seletar and Pandan reservoirs,https://www.straitstimes.com/singapore/environment/pub-eyes-2-large-scale-floating-solar-farms-at-lower-seletar-and-pandan,"SINGAPORE - Land-scarce Singapore is looking to generate more value from its reservoirs by setting up two more large-scale floating solar farms.
A spokesman for national water agency PUB told The Straits Times on Aug 10 that two sites have been identified - Lower Seletar Reservoir for a 100 megawatt-peak (MWp) system, and Pandan Reservoir for a 44MWp one.
The news comes a month after Singapore opened its first large-scale floating solar photovoltaic (PV) system at Tengeh Reservoir.
The 60 MWp facility - about the size of 45 football fields - is operated by Sembcorp Floating Solar Singapore, a wholly owned subsidiary of Sembcorp Industries.
Dr Ngin added that floating PV systems also reduce water loss through evaporation and curb algal blooming in the reservoirs.","energy, reservoirs, singapore, pandan, farms, reservoir, water, taking, pub, seletar, eyes, lower, floating, solar, largescale, pv"
83,"Big meat, dairy firms' greenhouse gas emissions larger than Germany's: Study",https://www.straitstimes.com/world/big-meat-dairy-firms-greenhouse-gas-emissions-larger-than-germanys-study,"Using the same metric, Germany's total emissions were just over 900 million tonnes, while France and Britain each emit closer to half that amount.
A UN report attributes 14.5 per cent of global greenhouse gas emissions to livestock farming, and Tuesday's report finds demand for meat is on the rise.
It estimates 75 billion animals are slaughtered every year to produce 325 million tonnes of meat - with the OECD predicting an increase of 40 million tonnes by 2029.
In addition to livestock emissions, the report highlights the growing environmental impact of related resources such as soybeans used for feed.
This growing demand is driving deforestation and threatening biodiversity as land is cleared to make room for crops, the report said.","million, big, demand, gas, report, germanys, firms, tonnes, responsible, meat, greenhouse, emissions, dairy, used, livestock, larger, growing, study"
84,From grey to green: World cities uprooting the urban jungle,https://www.straitstimes.com/world/from-grey-to-green-world-cities-uprooting-the-urban-jungle,"PARIS (AFP) - From lettuces farmed on New York's skyline to thick corridors of trees occupying once desolate Colombian roadsides, green initiatives are running wild in cities around the world.
At a time when coronavirus lockdowns have amplified the need for nature in urban areas, AFP has gathered images and footage of projects optimising precious city space.
Replanting initiatives have sprouted up since the start of the 21st century as urban development goals have shifted and alarm about global warming has grown.
The Gardens by the Bay project, awarded the World Building of the Year in 2012, says the idea was to create ""a city in a garden"".
But pointing to the construction and maintenance costs, Mr Philippe Simay, a philosopher on cities and architecture, called it a ""disneyisation"" of nature.","stress, trees, cities, wellbeing, urban, research, real, uprooting, temperature, green, world, grey, public, jungle"
85,Singapore scientists uncover secret of the black rot in vegetable crops,https://www.straitstimes.com/singapore/environment/singapore-scientists-uncover-secret-of-the-black-rot-in-vegetable-crops,"For over a century, little was known about this untreatable plant epidemic called black rot, which threatens food security worldwide.
Prof Miao and his team found that the black rot-causing bacteria, called Xanthomonas, injects toxic proteins into plant cells.
But the toxic proteins form a sticky network, adhering to the cell surface and hijacking the plant's defence mechanisms.
""Our research greatly advances our knowledge of a previously unknown mechanism by which (toxic proteins) damage plant cells,"" said Prof Miao.
They can, for instance, use new technology or methods to create bacteria-resistant plants that would fend off the black rot pathogen.","secret, singapore, crops, toxic, lead, plants, uncover, vegetables, scientists, rot, plant, black, miao, bacteria, proteins, vegetable"
86,"Over 500k Indian farmers attend rally, breathing new life to drive to reject new agricultural laws",https://www.straitstimes.com/asia/south-asia/hundreds-of-thousands-of-indian-farmers-rally-against-farm-laws,"More than 500,000 farmers attended the rally in the city of Muzaffarnagar, according to local police.
The demonstration in Uttar Pradesh, a predominantly agricultural state that is home to 240 million people, will breathe fresh life into the protest movement, said Mr Rakesh Tikait, a prominent farmers' leader.
""We'll intensify our protest by going to every single city and town of Uttar Pradesh to convey the message that Modi's government is anti-farmer,"" he added.
Over the past eight months, tens of thousands of farmers have camped on major highways to the capital, New Delhi, to oppose the laws, in India's longest-running farmers' protest against the government.
Next year, it will contest a state assembly election in Uttar Pradesh, often seen as a barometer of the popularity of the federal government.","thousands, rally, farmers, drive, state, reject, protest, uttar, pradesh, indias, breathing, agricultural, trillion, laws, life, attend, repeal, indian"
87,Six years a slave: Indian farm workers exploited in Italy,https://www.straitstimes.com/world/europe/six-years-a-slave-indian-farm-workers-exploited-in-italy,"""I was working 12 to 13 hours a day, including Sundays, with no holidays, no rest,"" Mr Singh told AFP.
The farm owner paid him €100 to €150 (S$160 to S$240) a month, he said, which amounts to less than 50 cents an hour.
The legal minimum for farm workers is around €10 an hour.
Mr Singh said he was beaten up a couple of times, and had his identity papers taken away.
His former employer is now on trial for labour exploitation, while Mr Singh is living in a secret location for fear of retribution.","pontino, italy, farm, mr, working, migrant, told, owner, workers, slave, singh, indian, exploited"
88,Singapore's first large-scale solar floating farm opens at Tengeh Reservoir,https://www.straitstimes.com/singapore/singapores-first-large-scale-solar-floating-farm-opens-at-tengeh-reservoir,"The Republic took one big step towards environmental sustainability when its first large-scale floating solar photovoltaic (PV) system at Tengeh Reservoir - about the size of 45 football fields - was officially opened on Wednesday (July 14).
This latest solar farm in Tengeh, which has a capacity of 60 megawatt-peak (MWp), will contribute to the country's plan to install at least 2 gigawatt-peak of solar PV capacity by 2030.
The idea of building a floating solar farm came up a decade ago when Singapore was looking for ways to harness solar energy at scale.
Building a floating solar farm also helped to capitalise on the large surface area of reservoirs and allow for solar deployment to be scaled up, the PM added.
Spread across 10 solar-panel islands, the 122,000 solar panels on the surface of Tengeh Reservoir comprise one of the world's largest inland floating solar PV systems.","farm, singapore, largescale, reservoir, water, tengeh, lee, capacity, floating, solar, opens, singapores, pv"
89,Hong Kong's urban farms sprout gardens in the sky,https://www.straitstimes.com/asia/east-asia/hong-kongs-urban-farms-sprout-gardens-in-the-sky,"HONG KONG (AFP) - With their heads in the clouds and their hands in the soil, a group of office workers are busy harvesting the fruits of their labour on the roof of a Hong Kong skyscraper.
According to government statistics, Hong Kong throws out some 3,500 tonnes of food waste a day - the equivalent weight of 250 double-decker buses.
But while Hong Kong is one of the most densely packed places on earth, there is still considerable space to grow food locally.
Mr Tsui said some seven million square metres of farmable area is currently cultivated.
To incorporate urban farms into the blueprints for office buildings, Rooftop Republic closely collaborates with architects, developers and property managers.","square, million, kongs, sky, rooftop, tsui, citys, sprout, urban, farms, kong, gardens, city, hong, food"
90,Germany has first African swine fever case in farm pigs,https://www.straitstimes.com/world/europe/germany-has-first-african-swine-fever-case-in-farm-pigs,"HAMBURG (REUTERS) - The first cases of African swine fever have been confirmed in farm pigs in Germany, the country's federal agriculture ministry said on Friday (July 16).
Previous cases have only been found in wild animals, with 1,267 African swine fever cases so far in wild boar in the Brandenburg area.
Germany's Friedrich-Loeffler scientific institute had confirmed the farm animals had African swine fever, the agriculture ministry said.
""I very much regret the first cases in farm pigs, but sadly this possibility could never be fully ruled out,"" Nonnemacher said.
The regionalisation concept means stopping pork imports from the region of a country where African swine fever has been found but not a blanket ban on sales from the whole country.","farm, cases, case, germany, disease, swine, pork, ministry, wild, african, confirmed, fever, pigs"
91,"Local production of fish, veggies in S'pore fell last year amid Covid-19 pandemic",https://www.straitstimes.com/singapore/environment/local-production-of-fish-veggies-in-spore-fell-last-year-amid-covid-19,"SINGAPORE -Farmers in Singapore were not spared the impact of the Covid-19 pandemic, with dulled demand due to lockdowns and border restrictions last year causing a fall in local fish and vegetable production.
The amount of fish produced last year was 3,960 tonnes - the lowest since 2014, when 4,205 tonnes was produced, data on the government statistics website showed.
SingStat has made publicly available annual local production figures from 2014 to last year for most food types.
For vegetables, the 22,793 tonnes grown here last year was down from 24,296 tonnes produced in 2019 and 24,033 tonnes in 2018.
But she added that local farms play an important role in times of disruption, noting that fish farms here stepped up production to minimise the impact of the temporary closure of the Jurong Fishery Port in July.","production, pandemic, demand, veggies, singapore, spore, produced, fell, tonnes, local, farms, covid19, fish, amid, food"
92,India minister's son arrested over deaths at farmers' protest,https://www.straitstimes.com/asia/south-asia/india-ministers-son-arrested-over-deaths-at-farmer-protest,"NEW DELHI (AFP) - The son of an Indian minister has been arrested on preliminary charges of murder, police said on Sunday (Oct 10), a week after the death of eight people during a farmers' protest sparked national outrage.
Farmers claimed that a convoy belonging to Mr Mishra and his father - junior home affairs minister Ajay Mishra - slammed into protesters, killing four of them.
Mr Ashish Mishra was arrested on grounds of ""non-cooperation"" and ""evasive replies"" during an hours-long interrogation, Deputy Inspector General of Police Upendra Kumar Agrawal told reporters.
Mr Mishra and his father have denied the allegations.
India's Supreme Court said last Friday that it was ""not satisfied"" with the police investigation of the case and questioned why the younger Mr Mishra had not yet been arrested.","son, arrested, india, mr, farmers, mishra, father, minister, protest, charges, sector, court, incident, delhi, deaths, ministers"
93,Global food waste crisis is even bigger than previously thought,https://www.straitstimes.com/world/global-food-waste-crisis-is-even-bigger-than-previously-thought,"LONDON (BLOOMBERG) - More than 2 billion tonnes of food goes uneaten around the world, almost double than previously thought, according to a new report.
The figure tops the previous estimates by about 1.2 billion tonnes, with farming in wealthier countries being a bigger offender than assumed, they said in a report.
""The problem is likely bigger than we had thought,"" Mr Pete Pearson, the global lead for food loss and waste at WWF, said in a statement.
Under the strategy, businesses set food waste reduction targets, measure and report surplus and waste and take action in their operations and from suppliers and consumers.
So far, only 11 of the 192 national climate plans in the Paris climate agreement have mentioned food loss and waste.","global, thought, crisis, problem, report, waste, tonnes, farms, climate, previously, billion, loss, bigger, food"
94,"Irregular rains, prolonged dry seasons threaten Cameroon's cocoa economy",https://www.straitstimes.com/world/irregular-rains-prolonged-dry-seasons-threaten-cameroons-cocoa-economy,"Irregular rains and prolonged dry seasons have since sucked the moisture from the soil, killed cocoa trees, and cut the yield from his farm.
Changing weather patterns, partly linked to global warming, have made poor harvests a new reality for many cocoa farmers.
""Normally a hectare could produce a tonne of cocoa if well managed, but farmers are struggling to reach even 500 kg."".
The number of cocoa beans delivered to Cameroon's main port of Douala in the 2019/2020 season fell 2.7 per cent from the season before.
Janvier Atangana, who used to grow cocoa in the same region as Mr Mbassiga, gave up in favour of tomatoes, hoping they will fare better in the changing climate.","threaten, seasons, economy, cameroons, mr, dry, produce, irregular, cocoa, season, mbassiga, farmers, cameroon, beans, trees, rains, cent, prolonged"
95,Eating Air: Discover the farm life in New Zealand,https://www.straitstimes.com/life/eating-air-discover-the-farm-life-in-new-zealand,"So my recent Sunday morning virtual trip to a farm in Palmerston North, New Zealand, would be nostalgic, I assumed.
Other highlights include getting ""up close"" with the farm animals and learning about sustainable farm practices.
Then she introduces us to our tour guide and owner of the farm, Dr Chin.
The tour continues in a back-and-forth fashion, with Ms Lauren conducting pop quizzes while Dr Chin walks to his next location.
There is Anna, Elsa and Olaf - three lambs named after the main characters of the 2013 movie Frozen - and two kunekune pigs named Porkahontas and Iron Man.","chin, farm, discover, air, wool, screen, named, dr, tour, zealand, life, sheep, eating, pigs"
96,"Young Indonesians turn to farming, offering hope for country's agriculture sector",https://www.straitstimes.com/asia/se-asia/young-indonesians-turn-to-farming-offering-hope-for-countrys-agriculture-sector,"JAKARTA - Some young Indonesians are abandoning comfortable desk-bound jobs in the city to toil on the land as farmers.
In tourism hot spot Bali, Mr Agung Wedhatama, who has a master's degree in information technology, decided to do so in 2013 when he was 29, leaving behind the IT business that he had set up.","farming, spot, technology, countrys, indonesians, mr, hope, sector, turn, tourism, toil, offering, young, wedhatama, masters, agriculture, set, leaving"
97,"Caged animal farming must end in EU, European Commission says",https://www.straitstimes.com/world/europe/caged-animal-farming-must-end-in-eu-european-commission-says,"BRUSSELS (REUTERS) - The European Commission said on Wednesday (June 30) it would propose legislation to phase out caged farming of animals, after a citizens' petition calling for the ban gathered more than one million signatures.
The Commission said it would propose legislation in 2023 to phase out and eventually ban caged farming for all animals covered by the citizens' proposal, possibly by 2027.
The European Parliament and the EU's 27 governments must agree and countries would be responsible for enforcing the rules.
The animal advocacy movement succeeded in rattling the cage and planting the seeds of a new era,"" said Olga Kikou, head of campaign group Compassion in World Farming EU, and one of the citizens leading the petition.
Farmers will be able to receive EU subsidies to help them upgrade to new animal farming systems, the Commission said.","farming, end, european, eu, animals, cages, citizens, eus, hens, caged, animal, commission"
98,'Mad' Israeli quest to revive ancient dates bears fruit,https://www.straitstimes.com/world/middle-east/mad-israeli-quest-to-revive-ancient-dates-bears-fruit,"'A lot of hassling'Before embarking on her date palm revival, Dr Sallon had read about 500-year-old lotus flower seeds that had germinated.
Undeterred after being called ""mad"" by botanical archaeologists at Bar Ilan, Dr Sallon showed them evidence of ancient seeds being germinated elsewhere.
With that and ""a lot of hassling"", she obtained five seeds and then approached Dr Solowey, based on Kibbutz Ketura, near Israel's border with Jordan.
Dr Solowey recounted how Dr Sallon sent her the ancient seeds from the fortress with the instruction to ""try to sprout them"".
Dr Solowey said she spent several months considering the best approach, before deciding to use an enzyme-based fertiliser while ruling out the use of any man-made chemicals.","ancient, israeli, bears, palm, fruit, solowey, seeds, dr, sallon, sprout, mad, species, revive, fortress, date, quest, dates"
99,Sunseap inks deal to build world's largest floating solar farm and energy storage system in Batam,https://www.straitstimes.com/business/companies-markets/sunseap-inks-agreement-to-build-worlds-largest-floating-solar-farm-and,"SINGAPORE - Energy firm Sunseap Group will build the world's largest floating solar farm and power storage system on the Indonesian island of Batam, it announced on Wednesday (July 21).
The floating solar farm is projected to have a capacity of 2.2 gigawatt-peak and will span around 1,600ha, making it the largest in the world.
Sunseap noted that the Duriangkang Reservoir is the largest reservoir on Batam and was originally a saltwater bay.
""With a volume of 101.2 million cubic m, it supports more than 50 per cent of the freshwater supply to Batam Island,"" it said.
Sunseap chief executive and co-founder Frank Phuan said: ""This hyperscale project is a significant milestone for Sunseap, coming soon after we had completed Singapore's first offshore floating solar farm on the Strait of Johor.","energy, farm, singapore, sunseap, worlds, batam, reservoir, system, storage, inks, largest, floating, solar, island"
