,news title,news source(url),content summary,keywords
122,Singapore Red Cross honours over 100 volunteers and partners,https://www.straitstimes.com/singapore/singapore-red-cross-honours-over-100-volunteers-and-partners-including-woman-who-raised,"SINGAPORE - Ms Terene Seow has raised $1.69 million for the Singapore Red Cross (SRC) since 2014, through six charity concerts she organised and even performed in.
When Covid-19 restrictions ruled out physical shows, the financial services director found another way - a live online concert earlier in the year - to help fund SRC services for lower-income families, the disabled and the elderly.
""The beneficiaries still need to survive so we must find new ways to do things while taking the guidelines into consideration,"" said Ms Seow.
It had been there for two weeks,"" said Mr Jamal, 55, who describes himself as a freelance first aider.
Mr Jamal will get the High Commendation Award and Mr Lee the Commendation Award on Nov 23.","seow, red, singapore, mr, src, services, service, honours, weeks, ms, system, jamal, cross, partners, volunteers, 100"
123,Being creative about the future of ageing,https://www.straitstimes.com/opinion/st-editorial/being-creative-about-the-future-of-ageing,"Singapore's population has gone from youthful to ageing to aged in the short span since the country's independence in 1965.
By 2030 - barely a decade away - some 25 per cent of the population here will be aged 65 and above.
The Government has already started to tackle infrastructural issues, having recently launched new housing developments such as the Yew Tee Integrated Development for seniors, and plans to build seven nursing homes over the next two years.
Yew Tee is only the third integrated development to date and offers just 68 flexi flats to be completed in 2027.
The new nursing homes will add to the current 16,221 nursing home beds, but more are likely to be needed.","tee, women, long, ageing, youthful, population, homes, development, future, aged, integrated, creative, nursing"
124,Japan kicks off election campaign as support for the ruling LDP dips,https://www.straitstimes.com/asia/east-asia/japan-kicks-off-election-campaign-as-support-for-the-ruling-ldp-dips,"Support for the ruling Liberal Democratic Party (LDP) was at 38.8 per cent, according to a poll by public broadcaster NHK conducted over the weekend, down from 41.2 per cent a week earlier.
The opposition has criticised the ruling coalition for failing to improve the livelihoods of people and protect them from the pandemic.
But leading opposition party, the Constitutional Democratic Party of Japan (CDPJ), is still far behind the LDP in approval ratings, with only 6.6 per cent of respondents throwing their support behind them.
The poll showed 36.2 per cent of people did not support any particular party.
Mr Yukio Edano, the leader of the CDPJ, will start his campaign in the conservative stronghold of Shimane prefecture in the south-west of Japan.","week, showed, ldp, ruling, japan, party, poll, support, respondents, campaign, kicks, election, cent, dips"
125,"Bali earthquake kills three, injures seven",https://www.straitstimes.com/asia/se-asia/bali-earthquake-kills-three-injures-seven,"JAKARTA (AFP) - Three people were killed Saturday (Oct 16) when an earthquake struck the Indonesian tourist island Bali, the disaster agency said.
The 4.8 magnitude quake struck at a relatively shallow depth of 10km north-east of the town of Banjar Wanasari.
Shallow quakes tend to do more damage than deep tremors.
The tremor's epicentre was far from the main tourist hub in Bali, which is slowly reopening to international visitors after a pandemic shutdown.
Bali reopened for international tourists on Thursday after 18 months of pandemic restrictions, but they are only expected to start arriving later this month.","saidthe, quakes, pandemic, killed, earthquake, seven, shallow, kills, quake, struck, injures, town, tourist, pacific, bali"
126,"Britain's 20-year binge on cheap food is over as costs soar, says 'Chicken King'",https://www.straitstimes.com/business/economy/britains-chicken-king-says-20-year-binge-on-cheap-food-is-over-as-costs-soar,"LONDON (REUTERS) - Britain's 20-year binge on cheap food is coming to an end and food price inflation could hit double digits due to a tidal wave of soaring costs that are crashing through the supply chain, Britain's biggest chicken producer said.
How can it be right that a whole chicken costs less than a pint of beer?
He said the constriction of labour supply would lead to wage inflation and that he would invest in automation.
Prime Minister Boris Johnson has repeatedly said that Britain's economy must kick its addiction to cheap imported labour and that it is positive that wages will have to go up.
His government has denied that Brexit is responsible for the strains on the economy, though no other European economies have faced the same scale of supply chain disruption.","supply, economy, labour, cheap, king, costs, soar, binge, chicken, 20year, inflation, britains, chain, cent, food"
127,Japan's new PM Kishida defends pro-nuclear stance in parliamentary debut,https://www.straitstimes.com/asia/east-asia/japans-new-pm-kishida-defends-pro-nuclear-stance-in-parliamentary-debut,"TOKYO (REUTERS) - Japan's new Prime Minister Fumio Kishida defended his pro-nuclear energy policies on Monday (Oct 11), saying that restarting nuclear power plants mothballed since the 2011 Fukushima disaster was vital.
""It's crucial that we restart nuclear power plants,"" Mr Kishida said as he faced opposition questions in Parliament for the first time since taking the top job last week.
All of Japan's nuclear power plants were shut down after the disaster, which highlighted failings in regulation and oversight.
But Mr Kishida was vague on specifics, saying that he would ""order to have the overall structure of our coronavirus policies drawn up soon"".
""It's among options to create a virtuous cycle of growth and redistribution,"" Mr Kishida told Parliament, when Mr Edano asked him about his earlier idea to raise capital gains tax.","energy, stance, nuclear, parliamentary, mr, ldp, gains, debut, kishida, power, plants, pronuclear, japans, defends, edano"
128,"MacPherson doctor who died from Covid-19 was kind, kept fees low to help needy patients",https://www.straitstimes.com/singapore/health/macpherson-doctor-who-had-covid-19-and-died-was-kind-caring-kept-charges-low-to,"Asked about the message, the Health Ministry (MOH) said on Monday night that Dr Yuen, 65, had died from Covid-19 on Oct 9.
Expressing its condolences to Dr Yuen's family, MOH added that there is no evidence he was infected by a Covid-19 patient.
MOH said that Dr Yuen's clinic is neither a Public Health Preparedness Clinic nor a Swab-and-Send-Home Clinic, and that there are no records of his clinic seeing any Covid-19 patients recently.
It added that Dr Yuen had been partially vaccinated against Covid-19 with a non-mRNA vaccine, and had no known medical conditions.
Many years after he left the clinic... patients would still ask after him, and request we relay their best wishes.""","needy, died, doctor, help, clinic, singapore, fees, residents, dr, yuen, family, covid19, yuens, patients, kept, low, kind, macpherson"
129,"Quad should help, not hinder Asia's goals",https://www.straitstimes.com/opinion/st-editorial/quad-should-help-not-hinder-asias-goals,"Dismissed as ""ocean foam"" not too long ago by Chinese Foreign Minister Wang Yi, it is interesting to see how quickly the Quadrilateral Security Dialogue, or Quad, has begun to take concrete shape.
Last week, Quad leaders - United States President Joe Biden, and prime ministers Yoshihide Suga of Japan, Scott Morrison of Australia and Narendra Modi of India - met for their first-ever in-person summit in the East Room of the White House.
That the meeting took place just six months after the four leaders held a summit by videoconference underscores their seriousness of purpose and the attention, welcome or otherwise, that the region increasingly referred to as the Indo-Pacific has been getting lately.
The Quad's origins lie in the burst of cooperation between the militaries of the US and other regional powers to help civilian populations in the wake of the December 2004 South-east Asian tsunami whose ripples were felt as far away as Africa's eastern coast.
Hence, the Quad's emphasis on a ""free and open"" Indo-Pacific and commitment to freedom of navigation.","zone, asias, help, china, quads, indopacific, quad, goals, southeast, sea, hinder, leaders, east, summit"
130,World News Day: Saving one of the earth's green lungs - Indonesia's mangrove forests,https://www.straitstimes.com/asia/se-asia/world-news-day-saving-one-of-the-earths-green-lungs-indonesias-mangrove-forests,"JAKARTA (ANTARA NEWS) - Indonesia, home to one of the world's largest mangrove forests, has set a target of rehabilitating 150,000ha of its area under mangroves this year.
Based on data recorded in 2011, about three million ha of mangrove forests can be found along 95,000km of Indonesia's coastal areas, constituting 23 per cent of the world's mangrove ecosystem.
Papua, Kalimantan, and Sumatra Islands are the most crucial regional mangrove ecosystems.
Indonesia's mangrove forests store around 3.14 billion metric tons of carbon, or five times more carbon per hectare than highland tropical forests, says Mr Daniel Murdiyarso, a long-time principal scientist at the Centre for International Forestry Research and a leading wetlands expert.
As high carbon storage ecosystems, peatland and mangrove ecosystems have a strategic role as nature-based solutions for climate mitigation and adaptation.","earths, times, tropical, indonesias, store, particularly, ecosystems, mangroves, worlds, carbon, forests, saving, lungs, day, green, world, mangrove"
131,SCDF search platoon's dogs showcase height rescue skills,https://www.straitstimes.com/singapore/jobs/scdf-search-platoons-dogs-showcase-height-rescue-skills,"SINGAPORE - When First Warrant Officer Dan Qiong of the Singapore Civil Defence Force (SCDF) heads overseas for search and rescue missions, she has with her a canine colleague.
While SCDF officers in the Disaster Assistance and Rescue Team (Dart) are well known, what is less known are the 14 dogs in the search platoon that are trained to work alongside them.
Since 1999, SCDF's search dogs have joined nine Operation Lionheart missions for earthquake, tsunami, bush fire and flood relief efforts.
The Straits Times was given a preview of how the dogs are trained during SCDF's height rescue exercise last Tuesday (Sept 21).
Search specialists are designated a dog that they work with throughout its service, and they may handle other dogs as well.","search, platoons, rescue, height, team, scdf, dan, skate, system, skills, work, trained, train, dogs, showcase"
132,"Quad leaders meet in person for first time, stress need for free and open Indo-Pacific",https://www.straitstimes.com/world/united-states/quad-leaders-meet-in-person-for-first-time-stress-need-for-free-and-open-indo,"They said: ""We recommit to promoting the free, open, rules-based order, rooted in international law and undaunted by coercion, to bolster security and prosperity in the Indo-Pacific and beyond.
The Quad or Quadrilateral Dialogue, is an informal grouping dating back to the response to the 2004 Indian Ocean tsunami.
Mr Suga told reporters the leaders had agreed to hold a summit every year.
Friday was the first face-to-face meeting between Mr Modi and Mr Biden since the US leader assumed office in January.
""They're mutually reinforcing,"" Mr Morrison told reporters.","stress, open, india, mr, indopacific, quad, told, need, australia, prime, leaders, person, security, free, morrison, meet, summit"
133,Magnitude 5.9 earthquake strikes near Melbourne,https://www.straitstimes.com/asia/australianz/magnitude-60-earthquake-strikes-near-melbourne,"SYDNEY/MELBOURNE (REUTERS) - An earthquake of magnitude 5.9 struck near Melbourne in Australia on Wednesday (Sept 22) around 7am Singapore time, Geoscience Australia said, causing damage to buildings in the country's second-largest city and sending tremors throughout neighbouring states.
The quake's epicentre was near the rural town of Mansfield, about 200km north-east of Melbourne, and was at a depth of 10km.
More than half Australia's 25 million population lives in the south-east of the country from Adelaide to Melbourne to Sydney.
The quake on Wednesday measured higher than the country's deadliest tremor, a 5.6 in Newcastle in 1989, which resulted in 13 deaths.
Mansfield mayor Mark Holcombe said he was in his home office on his farm when the quake struck and ran outside for safety.","melbourne, reports, 59, outside, state, earthquake, social, australia, south, quake, magnitude, city, struck, strikes, near"
134,Protests over nuclear fuel shipment from France to Japan,https://www.straitstimes.com/world/europe/seventh-nuclear-shipment-to-leave-france-for-japan-greenpeace,"CHERBOURG, FRANCE (AFP) - A shipment of nuclear fuel containing highly radioactive plutonium was headed to the French port of Cherbourg overnight on Tuesday (Sept 7) en route to Japan, according to environmental watchdog Greenpeace, which protested against the transport.
Calling mixed oxide (MOX) nuclear fuel a ""very dangerous material"", Greenpeace said it should be considered ""high-level waste"" and not be permitted to leave the country.
This is set to be the seventh shipment of MOX from France to Japan since 1999.
""The loading will happen on Wednesday ahead of departure to Takahama in Japan,"" Greenpeace said, adding that the cargo will power two nuclear reactors in the Japanese city.
As of March, there were nine nuclear reactors in operation in Japan, compared with 54 before the Fukushima accident.","protests, france, nuclear, mox, fuel, reactors, power, japan, plutonium, greenpeace, convoy, shipment"
135,"As US troops frisked Afghans, a bomber found his way into the Kabul airport",https://www.straitstimes.com/asia/south-asia/as-us-troops-searched-afghans-a-bomber-found-his-way-into-the-kabul-airport,"WASHINGTON (NYTIMES) - The suicide bomber waited until the last possible moment, US officials said.
Airport security had closed two of the gates, but decided to leave Abbey Gate open, US officials said.
Pentagon officials said they were still piecing together the chain of events that took place at Abbey Gate on Thursday.
The officials said that some of the Americans and Afghans at Abbey Gate might have been hit by that gunfire.
The marines who were manning Abbey Gate on Thursday had arrived in Kabul about a week earlier.","way, afghans, troops, service, marines, vest, gate, bomber, kabul, officials, suicide, airport, abbey, frisked"
136,"High blood pressure driven by obesity, poverty: WHO study",https://www.straitstimes.com/world/europe/high-blood-pressure-driven-by-obesity-poverty-who-study,"While hypertension rates have changed little in 30 years, the caseload has shifted to lower-income countries as wealthy nations have brought it largely under control, the study said.
""Many parts of sub-Saharan Africa, parts of South Asia, some of the Pacific island nations, they are still not getting the treatments that are needed,"" he said.
Apart from genetic risk factors for hypertension, there are ""modifiable risk factors"" linked to lifestyle, Mikkelsen said.
These include unhealthy diets, physical inactivity, tobacco and alcohol consumption, uncontrolled diabetes, and being overweight, she said.
Referring to obesity, she said: ""This is really the tsunami of the risk factors"".","health, nations, condition, risk, parts, driven, hypertension, blood, pressure, high, poverty, factors, mikkelsen, obesity, study"
137,Conflict with China not inevitable: US officials,https://www.straitstimes.com/singapore/conflict-with-china-not-inevitable-us-officials-0,"SINGAPORE - Senior United States officials stressed during a panel discussion on Tuesday (Aug 24) that US-China conflict is not inevitable, and the US' intent is not to ask countries to choose sides.
The discussion followed a speech in which US Vice-President Kamala Harris said China continues to ""coerce"" and ""intimidate"" over its claims to the South China Sea.
We are in fact trying to build coalitions of the like-minded, who believe in a rules-based international order.""
Mr Moy pointed out that the rules-based international order that the US helped construct over the last few decades together with its South-east Asian partners had a big part to play in China's growth.
Mr Philip Gordon, deputy national security adviser to the Vice-President, rejected the idea that conflict between the two powers is inevitable.","region, inevitable, china, vicepresident, senior, countries, conflict, work, uschina, officials, international, security, rulesbased"
138,"Cleaning the dead, feeding the vulnerable: Volunteers offer a lifeline as Covid-19 ravages Indonesia",https://www.straitstimes.com/asia/east-asia/cleaning-the-dead-feeding-the-vulnerable-volunteers-offer-a-lifeline-as-indonesia,"He covers the eyes, nostrils and ears of the dead person with alcohol-soaked cotton and seals their mouth with plasters as a safety precaution.
The tragedy of the Covid-19 pandemic, however, has hit home for the father of two.
But then he disappeared for a few days, and later they smelled something bad,"" Mr Samiaji said.
As the Covid-19 ravaged his hometown, Yogyakarta, and deaths soared in July, Mr Samiaji started to receive calls round the clock.
Volunteers like Mr Samiaji have worked tirelessly since the pandemic hit Indonesia in March last year, closing the gap where the government response has been slow or lacking.","indonesia, feeding, samiaji, lives, volunteers, pandemic, mr, body, vulnerable, human, offer, covid19, cleaning, sick, lifeline, died, dead, ravages, hit"
139,Olympics: Dominant China take men's team table tennis gold,https://www.straitstimes.com/sport/olympics-china-win-mens-team-table-tennis-gold,"TOKYO (REUTERS) - China's men took team gold on Friday (Aug 6), brushing Germany aside 3-0 in the final to put the seal on a dominant Olympic table tennis campaign.
2 Ma then sealed the victory by beating Timo Boll 11-5, 11-9, 11-13, 11-7 to give China their fourth gold in the sport's five events at Tokyo 2020.
This is China's fourth consecutive gold medal in the event since it was introduced at Beijing 2008.
Jun Mizutani and Koki Niwa guided the team event to a good start with a win against South Korean duo Lee Sangsu and Jeoung Youngsik.
South Korea fought back with Jeoung crushing Niwa 3-0, but Mizutani sealed Japan's victory with a win over Jang.","win, table, china, tennis, team, victory, niwa, mizutani, ma, chinas, mens, olympics, gold, dominant, world, medal"
140,Olympics has demanded much but provided little in return for Tokyo,https://www.straitstimes.com/asia/east-asia/olympics-has-demanded-much-but-provided-little-in-return-for-tokyo,"TOKYO (NYTIMES) - This city's leaders promised glory and riches when the Japanese capital won its bid to host the 2020 Summer Olympics.
The coronavirus forced the organisers to put the Games inside an anti-coronavirus bubble, all but eliminating any economic or even spiritual upside for Tokyo.
Instead, the city has been reduced to a mere vessel for a mega-event that has demanded much but provided little in return.
Even after spending many billions of dollars, Tokyo experienced the Games much like any other city: as an event on television.
Voters may punish Japan's leaders for their persistence.","provided, won, little, demanded, return, japan, olympics, japans, coronavirus, games, leaders, tokyo, organisers, set"
141,Tokyo 2020: Hits and misses in an Olympic triumph against adversity,https://www.straitstimes.com/asia/east-asia/hits-and-misses-of-the-tokyo-2020-olympic-games,"TOKYO - The cauldron was snuffed out on Sunday (Aug 8) as the curtains fell on the Tokyo 2020 Olympic Games, which will go down in history as a triumph against adversity despite being one of the most surreal sporting spectacles yet.
True to the name of the Tokyo 2020 slogan, ""United By Emotion"", there has been plenty of emotion in the inspirational sporting triumphs, displays of grit, tender moments of friendship, and discussions of mental health.
Yet, the fervour is subdued in host city Tokyo, which is celebrating Team Japan athletes amid the country's best Olympic showing yet.
But Covid-19 cases are skyrocketing and there is some resentment over the at-all-costs pursuit of the Games.
This complicates Prime Minister Yoshihide Suga's hopes that the ""feel-good"" effect can translate into a positive impact on his political support.","adversity, triumph, yettrue, athletes, olympic, yoshihide, misses, sporting, emotion, games, 2020, tokyo, hits, covid19"
142,Olympic bubble touted as safe amid Covid-19 surge in Tokyo,https://www.straitstimes.com/asia/east-asia/japan-limits-hospitalisation-of-covid-19-patients-to-most-serious-as-cases-surge,"TOKYO - A Covid-19 patient, struggling for breath, was turned away by nearly 100 hospitals in Tokyo over a span of eight hours last week before he was finally admitted into one.
The harrowing tale, which was first reported by broadcaster TBS on Monday (Aug 2), comes as the International Olympic Committee (IOC) is touting the Tokyo Games bubble as one of the safest places from Covid-19 on the planet.
The relentless and merciless surge of Covid-19 outside the Olympic bubble, driven by the Delta variant, has led the IOC to warn visiting delegations of the risk of infection if they were to break playbook rules.
Outside the Olympic bubble, warnings abound that overburdened medical systems across the country are on the precipice of collapse.
This illustrates the shift in age profile as Covid-19 cases fall among the elderly - 77.1 per cent of whom are fully vaccinated - while the middle-aged are developing the worst symptoms.","touted, cases, olympic, away, amid, bubble, admitted, covid19, games, hospital, tokyo, safe, visiting, surge"
143,"Wine from Germany's flood zone, though mud-smeared, gives hope for future",https://www.straitstimes.com/world/europe/wine-from-germanys-flood-zone-though-mud-smeared-gives-hope-for-future,"BERLIN (AFP) - In the Ahr valley, mud-smeared bottles rescued from flooded cellars represent hope for a new beginning after the deadly catastrophe that hit Germany three weeks ago.
""I told myself we couldn't just throw it all away,"" recalled Mrs Linda Kleber, the founder of the Flutwein (flood wine) initiative.
In the Ahr valley, known for the pinot noir that grows on its steep slopes, the economy relies significantly on viniculture and the tourism it generates.
""Without wine, the Ahr valley wouldn't exist - to say nothing of its gastronomy,"" said Mr Joerg Kleber, husband of Linda.
Just before the waters arrived at his door, Mr Schumacher went down to make sure his barrels of wine were well sealed.","ahr, zone, mudsmeared, wine, million, mr, germany, germanys, hope, valley, kleber, night, future, flood, gives, schumacher"
144,'Powerless and angry': Japan's anti-Olympic activists fight on,https://www.straitstimes.com/asia/east-asia/powerless-and-angry-japans-anti-olympic-activists-fight-on,"""I'm so angry,"" the painter, in his 40s, told AFP.
""We are in an emergency situation... people are dying every day, but the Olympic Games are still going on.""
But Mr Koyama argues that holding the event sends the wrong message and encourages people to flout restrictions and risk infection.
He was outside the Olympic Stadium on July 23 when the shouts of protesters using loudspeakers could be heard in the nearly empty venue.
But I feel people take the threat of the coronavirus too lightly,"" artist Sachiko Kawamura told AFP.","stadium, mr, olympic, outside, angry, told, activists, opening, fight, japans, games, afp, tokyo, koyama, powerless, antiolympic"
145,Olympics: New Zealand weightlifter Laurel Hubbard becomes first trans woman at Games,https://www.straitstimes.com/sport/olympics-new-zealand-weightlifter-laurel-hubbard-becomes-first-trans-woman-at-games,"TOKYO (AFP) - Pioneering New Zealand weightlifter Laurel Hubbard created history in Tokyo on Monday (Aug 2) when she became the first openly transgender woman to compete at the Olympic Games.
Hubbard is contesting the +87kg category in a groundbreaking move that Olympic chiefs say makes the Games more inclusive but critics fear will undermine women's sport.
She failed with her first attempt at 120kg in the snatch and later crashed out of the final.
""The Olympic Games are a global celebration of our hopes, our ideals and our values.
Hubbard has already blazed a trail as the first transgender Commonwealth Games athlete in 2018 and won silver at the 2017 world championships.","laurel, weightlifter, woman, olympic, zealand, olympics, transgender, womens, trans, games, tokyo, sport, say, hubbard, world"
146,Indonesia's vaccine diplomacy strategy: Jakarta Post,https://www.straitstimes.com/asia/se-asia/indonesias-vaccine-diplomacy-strategy-jakarta-post,"As President Joko Widodo's chief diplomat, Ms Retno is tasked with organising efforts to secure the vaccines Indonesia needs to beat Covid-19.
Now, during the country's second wave of infections, medical equipment like oxygen cylinders and ventilators have been added to its health diplomacy list.
We have received 4 million doses of the Moderna vaccine from Washington via the Covax Facility, the global vaccine access scheme.
Japan has sent 1 million doses of the AstraZeneca with another 1 million doses to soon follow, and it has also sent vaccine shipments to our close neighbours Malaysia, the Philippines and Thailand.
Two planeloads of medical supplies and equipment, including oxygen cylinders, ventilators, masks, gloves and gowns, arrived from Singapore on July 9, with a shipment of compressed oxygen cylinders coming soon.","oxygen, indonesia, million, doses, strategy, cylinders, diplomacy, sent, second, vaccines, jakarta, post, indonesias, vaccine, wave"
147,Magnitude 6.7 quake hits south of the Philippine capital,https://www.straitstimes.com/asia/se-asia/magnitude-67-quake-hits-south-of-the-philippine-capital,"MANILA (REUTERS, AFP) - An earthquake of magnitude 6.7 struck south of the Philippine capital early on Saturday (July 24), the Philippine Institute of Volcanology and Seismology said.
It was followed a few minutes later with a 5.8-magnitude quake in the same region that was also deep.
Some residents in the capital region were awakened by the quake, which lasted nearly a minute.
""The quake was deep so there is no tsunami,"" Dr Renato Solidum, director of the Seismology agency, told DZRH radio station.
""It was very strong, we were alarmed,"" said police Major Ronnie Aurellano in Calatagan municipality, Batangas province, which is south of Manila and near the epicentre.","capital, region, 67, agency, south, seismology, theres, quake, solidum, hits, magnitude, struck, province, strong"
148,Tokyo 2020 Olympics: Recovery Games to open under the shadow of pandemic,https://www.straitstimes.com/asia/east-asia/tokyo-2020-olympics-under-the-shadow-of-covid-19-and-1964-success,"Under clear cerulean skies and with the mercury at a breezy 20 deg C, that autumn day belonged to Tokyo.
The world's attention was on the Japanese capital for the opening ceremony of the 18th Summer Olympic Games - never mind the seasonal misnomer.
Tokyo's leaders are now hoping the 32nd Summer Olympic Games, which open today, will bring an equally transformative experience.
As then Prime Minister Shinzo Abe triumphantly described after Tokyo won the bid in 2013: ""Japan is back.""
The ""Recovery Games"" tagline has taken on added meaning, as the country's leaders pitch the event as the proverbial light at the end of the pandemic tunnel.","pandemic, open, olympic, short, recovery, japan, olympics, japans, transformative, games, 2020, tokyo, summer, world, shadow, war"
149,"In Japan's Fukushima, hopes of Olympics boost are dashed",https://www.straitstimes.com/asia/east-asia/in-japans-fukushima-hopes-of-olympics-boost-are-dashed,"TSUCHIYU ONSEN MACHI, JAPAN (REUTERS) - When it was announced that Tokyo would host the 2020 Olympics, Mr Kunitoshi Abe was thrilled.
""In the midst of this situation, I don't really feel it's any sort of 'Recovery Olympics',"" said Mr Abe.
A sixth-generation kokeshi maker, Mr Abe thought the Games might bring enough visitors to spark a renewed interest in the vial-shaped traditional wooden dolls he makes in his workshop.
Mr Abe hopes the practice won't die out with him.
Although most events will be held in Tokyo, Fukushima was chosen to host seven softball and baseball matches.","fukushima, abe, mr, onsen, hopes, boost, olympics, japans, japan, spectators, softball, tokyo, town, dashed"
150,Olympics: Tokyo 2020 begins as Japan beats Australia in softball,https://www.straitstimes.com/sport/olympics-tokyo-games-have-started-with-softball-game-in-fukushima,"FUKUSHIMA, JAPAN (AFP/REUTERS) - A trio of two-run homers drove Japan to an 8-1 softball victory over Australia on Wednesday (July 21) in the first event of the pandemic-postponed 2020 Tokyo Olympics.
Six competing softball teams will face each other once over six days before the top four head to bronze and gold medal games.
The game took place without spectators under the stringent coronavirus measures that will surround an Olympics facing widespread opposition from the public in Japan, where infections are rising.
Two more softball games as well as the first six women's football matches are scheduled for later Wednesday.
Japan are seeking their second consecutive gold and their fourth straight medal, with the United States its top rival.","staff, begins, australia, japan, beats, softball, olympics, gold, games, 2020, tokyo, sport, game, medal, took"
151,Morning Briefing: Top stories from The Straits Times on July 22,https://www.straitstimes.com/singapore/morning-briefing-top-stories-from-the-straits-times-on-july-22-2021,"New restaurants in S'pore make the best of a stressful situation with dining in off the table againThe latest rule will kick in from July 22 to Aug 18 under phase two (heightened alert) of reopening.
READ MORE HEREEnd of the road for Hyflux as High Court okays winding up of water treatment firmThe move followed a three-year-long restructuring attempt that involved a number of surprising twists.
READ MORE HERE'The water kept rising': Floods in China's Henan province kill 25, displace hundreds of thousands""The water kept rising... At first, the level was at our knees, then our waist..."" said one of the 500 evacuees.
READ MORE HEREDon't ask security officers for help with buying food, watering plants: AssociationTheir role is linked to key tasks such as patrolling or guarding property.
READ MORE HERETelegram from Tokyo 2020: Spit tests, smiles, but no high fivesST team arrives in Japan hoping to enjoy the serious Olympics even if they are a Games like no other.","times, win, briefing, straits, rising, wellbeing, morning, watering, waist, water, wake, high, 22, kept, winding"
152,Rescuers resume search for 24 missing in Japan landslides,https://www.straitstimes.com/asia/east-asia/rescuers-resume-search-for-24-missing-in-japan-landslides,"TOKYO (REUTERS) - Rescuers in Japan waded through mud, rock and splintered wood in search of 24 people still missing on Tuesday (July 6) after heavy rain triggered massive landslides in the seaside city of Atami three days ago, killing four people.
Police, fire fighters and military personnel resumed rescue operation, suspended for the night on Monday, around 6am (5am Singapore time).
The landslides occurred around 10.30am on Saturday, and time is running out for any survivors trapped beneath the rubble.
""We have not yet received any new information on survivors... People in the field are working hard in their search and rescue operation,"" Atami city spokesman Hiroki Onuma told Reuters.
The operation heavily depends on rescuers working with their hands, the use of heavy machinery deemed too dangerous for any survivors who may be alive under mud.","survivors, resume, search, landslides, missing, rescue, japan, operation, heavy, tokyo, 24, working, rescuers"
153,"Rescuers fight time, weather in Japan landslide; some 80 missing",https://www.straitstimes.com/asia/east-asia/japan-landslide-toll-rises-to-three-dead-113-missing-in-city-of-atami,"""My mother is still missing,"" one man told NHK public television.
By Monday, the number of rescuers at the site had risen to 1,500, officials said, and could increase.
There are 113 people believed missing in Atami, a city of almost 36,000 people situated 90km south-west of Tokyo, spokesperson Hiroki Onuma told Reuters, confirming the third death.
That fatality was a woman, Japanese media saidBy noon, though, that number of missing had dropped to around 80, Kyodo said.
Though Mr Onuma said rain had stopped in Atami for now, more is forecast, raising the possibility of further landslides.","landslide, 80, missing, landslides, atami, told, japan, fight, number, weekend, tokyo, unaccounted, rose, onuma, weather, rescuers"
154,Olympics: Samoa withdraws weightlifters in latest setback for host Japan,https://www.straitstimes.com/sport/olympics-samoa-withdraws-weightlifters-in-latest-setback-for-host-japan,"MELBOURNE (REUTERS) - Samoa is withdrawing its weightlifting team from the Tokyo Games because of Covid-19 curbs, its Olympic committee said on Thursday (July 1), the latest setback for Japan's fraught efforts to stage the world's biggest sporting event during a pandemic.
""We are still under a state of emergency, we're in lockdown,"" he told Reuters by phone.
Depending on the extent of the strain on the medical system, the government may reinstate a state of full emergency for Tokyo, the sources added.
The leader of one of Japan's ruling parties said organisers should consider holding the Games without spectators, national broadcaster NHK reported.
""We have to cancel, given the current situation,"" Governor Masao Uchibori, told a news conference in a video on the prefecture's website.","sources, host, nuclear, state, emergency, told, latest, setback, japan, olympics, games, withdraws, tokyo, spectators, prefectures, samoa, weightlifters, event"
155,Mass evacuation underway as Philippines raises volcano danger level,https://www.straitstimes.com/asia/se-asia/philippines-raises-volcano-danger-level-residents-urged-to-evacuate,"Water in Taal's crater boiled before and after its eruption, a video posted on the Facebook page of the seismology agency showed.
Magma made contact with the crater's water, which then turned into gas and vapour, known as a phreatomagmatic eruption.
The towns of Agoncillo and Laurel, situated on the lake surrounding the Taal volcano, were in danger from eruption and volcanic tsunami, the seismology agency said.
The evacuation of Agoncillo started late afternoon, Batangas provincial governor Hermilando Mandanas said, with 3,523 families or 14,495 people to be moved to safe areas.
Dump trucks were sent to assist and pay loaders and evacuation centres were being readied, he added.","raises, underway, taal, danger, warned, started, agency, level, mass, philippines, seismology, raised, magma, eruption, evacuation, volcano"
156,Forum: Pay attention to workers' well-being for a resilient society,https://www.straitstimes.com/opinion/forum/forum-pay-attention-to-workers-well-being-for-a-resilient-society,"A recent survey done by Employment Hero puts Singapore at the top of the table among various nations as the country with the most unhappy workforce.
Unhappiness at work would invariably affect the emotional state of family members and increase tension in parent-child relationships as well as between spouses.
The mental, emotional and social well-being of individuals affects the community as a whole.
By ""substantial"", I am not referring to more committees set up to deal with the mental stress and emotional well-being of workers.
We need a change of mindset among all in the workforce, with genuine concern for the well-being of workers, their families and the community as a whole.","unhappy, families, workforce, trend, state, attention, wellbeing, forum, substantial, community, work, workers, emotional, resilient, society, pay"
