,date,location,news title,news source(url),content summary,keywords,class_name
284,03/2021,"What makes it so special? The restaurant abides by traditional methods of preparing the food such as grinding their own spices and stewing over charcoal fire, for perfectly smokey and tender meats.

There's an air",Where to spray paint street art and enjoy messy toolang “pizza”,https://www.straitstimes.com/travel/singapoliday-staycation-deals-hotels-kampong-gelam,"We're talking Aussie barbeque nasi lemak from Soulfood Catering, a humble eatery on the outskirts of Kampong Gelam serving incredible fusion food that will impress even the biggest sceptics.
Of course, no nasi lemak platter is complete without fiery sambal, and you'll be glad to know that the stall makes its own piquant sambal chilli in-house.
Where: 12 Haji Lane, Singapore 049848Tel: 6391-9942Email: ahsamcolddrinkstall@gmail.comOpening hours: 12noon to 10.30pm dailyWebsite: www.ahsamcolddrinkstall.com/Learn to spray paint street art like a proLove the colourful street art murals of Haji Lane and Arab Street?
Why not try it out for yourself with an exciting hands-on street art workshop?
You'll learn how to create your own street art designs with basic spray painting techniques taught by professional artists.","lane, tour, singapore, nasi, street, messy, lemak, hours, best, haji, toolang, pizza, art, enjoy, spray, paint",Severe weather disruptions
285,02/2017,"In a separate incident on Sunday, a Turbo Italia tempered glass top gas stove shattered in a Pasir Ris flat.

Both gas cookers and dining table furniture are subject to safety regulations under consumer product safety authority Spring Singapore.

Tempered glass is commonly used for glass tops of gas and electric hobs as well as table tops as it lasts longer and is more impact",Home owners report cases of shattering glass tops and mouldy wardrobes,https://www.straitstimes.com/singapore/smash-and-grab-no-just-glass-shattering,"Tempered glass is commonly used for glass tops of gas and electric hobs as well as table tops as it lasts longer and is more impact- and heat-resistant, Spring said.
Glass experts said spontaneous shattering occurs only in tempered glass.
Also, tempered glass implodes, shattering into small pieces with rounder edges than that of normal glass, reducing the risk of injury.
A check with the Consumers Association of Singapore found that it has received nine complaints since 2014 about furniture with glass parts shattering, and five complaints about shattering glass stoves and cooker hobs.
Experts said tempered glass is about four times stronger than untreated glass as it is strengthened through heat.","spontaneous, shattering, gas, owners, table, safety, spring, cases, wardrobes, tops, tempered, report, glass, mouldy, process",Severe weather disruptions
286,01/2017,"She has since learnt to cope. Her physiotherapist suggested cleaning her face with a paper towel or pressing the towel against the table to get the water out.

Patients with hand osteoarthritis often feel that their struggles with daily activities are not recognised as their condition is perceived as mild.

This view is supported by a Singapore General Hospital (SGH) study published last year, which showed that the impact of hand osteoarthritis on the quality of life of older Asian patients is a problem that is under",Helping hand for those who cannot feed themselves,https://www.straitstimes.com/singapore/health/helping-hand-for-those-who-cannot-feed-themselves,"Patients with hand osteoarthritis often feel that their struggles with daily activities are not recognised as their condition is perceived as mild.
From the study - the first one done in Asia on the psychological impact of hand osteoarthritis - it is clear that patients feel misunderstood.
Dr Leung said: ""Patients feel that healthcare workers don't take it too seriously as it's not something that needs surgery or chemotherapy.""
The patients in the study said it is not just the pain and swelling caused by hand osteoarthritis that they have to put up with.
There is no cure for hand osteoarthritis but doctors said it can be managed with treatments such as pain- relief medication, heat therapy, topical cream products and exercises.","feed, ying, pain, towel, feel, hand, helping, tasks, osteoarthritis, study, condition, patients",Severe weather disruptions
287,02/2021,SAN ANTONIO (NYTIMES) ,"Extreme cold killed Texans in their bedrooms, vehicles and backyards",https://www.straitstimes.com/world/united-states/extreme-cold-killed-texans-in-their-bedrooms-vehicles-and-backyards,"There was a spare tank, however, in the pickup outside his one-story brick house in Crosby, Texas, just north-east of Houston.
So when Mr Anderson, an Army veteran who went by Andy, was found dead inside his truck on Tuesday (Feb 16), his stepdaughter figured he had gone outside to retrieve it.
He said the Electric Reliability Council of Texas (Ercot), which manages the state's power grid, had warned only of rolling blackouts.
At its height, about 4 million Texans were without power this week as temperatures plummeted to the teens and single digits.
Mr Greg Meszaros, the director of Austin's water utility, said he expected that most residents would have their water pressure restored over the weekend.","texas, vulnerable, bedrooms, mr, week, house, power, residents, anderson, county, extreme, texans, water, vehicles, backyards, killed, cold",Severe weather disruptions
288,11/2016,"Heat and phlegm, known as pathogenic factors in TCM, are another possible cause. Based on TCM theory, the liver stores blood, controls the tendons of the body and harmonises emotions.

When liver yin (the element res","Hand tremors that shake, rattle and spill",https://www.straitstimes.com/singapore/health/sinsehsays-docsays-hand-tremors-that-shake-rattle-and-spill-oral-medication-can,"The person may then experience hand or feet tremors.
According to TCM, the spleen transforms and transports nutrients around the body in the form of qi and blood.
When the heat travels to the brain via the meridians, the person will suffer from body tremors.
This results in hand tremors that may be accompanied by forgetfulness and confusion.
It is better that you consult your doctor to ascertain the cause of your hand tremors and to seek treatment for it.","body, spill, tuber, tcm, tremors, rattle, blood, chinese, heat, hand, wind, shake, qi, hands",Severe weather disruptions
289,03/2019,"During the exchange, Mr Heng also asks the man if he drives a Mercedes, and comments: ""I'm not a millionaire like you.""

The woman attempts to calm Mr Heng down, patting his shoulder. The man also tells Mr Heng: ""I'm not saying you (are wrong), I'm saying Gojek is wrong.""

However, Mr Heng continues to raise his voice at the pair, telling them: ""Don't make your problem to be my problem.""

He tells the pair that they are ""kicking up a fuss"", and also says he has a recording of the incident.

""Don't worry, I'll make it very big. Trust me, brother... If you can find on Facebook, I'll make sure I'll remember you,"" he says.

At the end of the video, Mr Heng's passengers agree to pay him $21 and say they will sort the issue out with Gojek.

On Saturday afternoon, Mr Heng posted a statement on Facebook, in which he said he has ""nothing against the elderly, especially the poor and the aged"".

He claimed that, shortly after picking the pair up, he discovered there was a discrepancy in the price displayed on his app and the fare they were told to pay.

Mr Heng said that his male passenger had ""suddenly gotten irritated"" and insisted that he alight.

Mr Heng added that after driving to a small road where he could stop his vehicle and allow the couple to call Gojek and alight, he told them that he would be recording the incident in case he was accused of overcharging them.

He wrote: ""I cannot afford to lose this job. I've mouths to feed. (I behaved) in such a manner because I was accused of overcharging the passenger. I did not. It is the system.

""I am just trying to hit my incentives, as the fares are already low. The pressure is immense. The terms are challenging. I'm facing a lot of stress to meet the targets.""

Mr Heng then apologised for his behaviour, stating that he was ""unnecessarily rude"", ""not respectful"" and did not explain himself clearly.

""I pray for a chance to make good,"" he wrote.

Mr Heng's Facebook profile and post have been deleted.

About four hours before writing his apology post, Mr Heng had lodged a police report on the incident.

In a copy of the report, which was uploaded on Facebook page SG Road Vigilante, Mr Heng said he had sent the video to a Whatsapp group chat to ask for advice on the situation.

He named the people in the group chat and asked the police to look into the matter and advise him on the actions he should take.

The police confirmed on Sunday that a report was lodged on the matter.

A spokesman for Gojek said that the company looked into the case as soon as it was brought to their attention, and had resolved the matter between the driver and his passengers",Gojek driver who recorded himself arguing with elderly passengers apologises and lodges police report,https://www.straitstimes.com/singapore/gojek-driver-who-recorded-himself-arguing-with-elderly-passengers-apologises-and-lodges,"The man also tells Mr Heng: ""I'm not saying you (are wrong), I'm saying Gojek is wrong.""
However, Mr Heng continues to raise his voice at the pair, telling them: ""Don't make your problem to be my problem.""
If you can find on Facebook, I'll make sure I'll remember you,"" he says.
At the end of the video, Mr Heng's passengers agree to pay him $21 and say they will sort the issue out with Gojek.
Mr Heng then apologised for his behaviour, stating that he was ""unnecessarily rude"", ""not respectful"" and did not explain himself clearly.","lodges, mr, pair, argues, ill, heng, gojek, told, difference, video, report, passengers, im, fare, facebook, driver",Severe weather disruptions
290,03/2019,SINGAPORE ,Longer shelf life for in-flight meals: Sats' ready-to-eat meals that can be kept up to 24 months,https://www.straitstimes.com/singapore/transport/ready-to-eat-meals-that-can-be-kept-for-6-to-24-months-part-of-25m-investment-by,"To reduce waste, Sats, a major player in the food industry and Changi Airport's main airline caterer, has invested in new technology to extend the shelf life of cooked food, which, as a result, helps to cut wastage.
Fresh meals that are immediately chilled can now be stored for up to 90 days without added preservatives, instead of the typical 48 hours.
It is also possible for ready-to-eat-meals, including braised chicken rice, chicken briyani, beef stroganoff, pasta alfredo and black pepper chicken udon to be stored, without refrigeration, for between six and 24 months.
This can be done with no adverse impact on food safety, nutrition or taste, Sats stressed, adding that shelf life is extended with pasteurisation and sterilisation.
Pasteurisation is the process of treating food with mild heat for a short time to reduce microbial growth in the food.","sats, reduce, months, kept, shelf, readytoeat, life, stored, technology, heat, inflight, chicken, 24, meals, longer, food",Severe weather disruptions
291,08/2016,"Bentz, while offering a ""sincere apology to the United States Olympic Committee, USA Swimming, the extraordinary women and men of Team USA,"" also said that, after Lochte pulled down the advertisement, he ""suggested to everyone that we needed to leave the area and we returned to the taxi"".

But the four swimmers were stopped by two men, whom Bentz believes were security guards.

""No guns were drawn during this exchange, but we did see a gun tucked into one of the guards' waistband,"" he said.

At that point, Conger and Feigen began to walk away from the taxi and the guard pulled out his gun and held up a badge. The second guard then pulled his gun and told them to sit down on the sidewalk.

""Again, I cannot speak to his actions, but Ryan stood up and began to yell at the guards,"" said Bentz. ""After Jack and I both tugged at him in an attempt to get him to sit back down, Ryan and the security guards had a heated verbal exchange, but no physical contact was made.""

Soon after, according to Bentz, a customer who could speak both English and Portuguese intervened and the swimmers were allowed to leave after they paid the security guards US$20 (S$26) and 100 Brazilian reais (S$42) for the damage.

Bentz maintained that he never made a false statement about the incident and was only considered a witness by the Rio police.

""Videos of this situation have been emerging the last several days. However, I am confident that some video angles have not been shown that would further substantiate my account,"" he said in the statement, which was released by the University of Georgia, where he is a student. ""I also believe some scenes have been skipped over.

""Additionally, I would like to stress that our original taxi was not pulled over; the only occupants of the taxi were the four of us and the driver; and to my knowledge, there was no damage done to the door or the inside of the restroom.""

Lochte on Friday apologised for ""not being more careful and candid"" in describing the alleged robbery.

THE GUARDIA",Bentz disputes Lochte's account,https://www.straitstimes.com/sport/bentz-disputes-lochtes-account,"But the four swimmers were stopped by two men, whom Bentz believes were security guards.
""No guns were drawn during this exchange, but we did see a gun tucked into one of the guards' waistband,"" he said.
""Again, I cannot speak to his actions, but Ryan stood up and began to yell at the guards,"" said Bentz.
""After Jack and I both tugged at him in an attempt to get him to sit back down, Ryan and the security guards had a heated verbal exchange, but no physical contact was made.""
Bentz maintained that he never made a false statement about the incident and was only considered a witness by the Rio police.","usa, speak, lochtes, swimmers, taxi, account, security, statement, gun, pulled, guards, bentz, disputes",Severe weather disruptions
292,02/2019,BANGKOK ,"Thai army chief pledges to stay neutral, but warns against stirring resentment against military",https://www.straitstimes.com/asia/se-asia/thai-army-chief-pledges-to-stay-neutral-but-warns-against-stirring-resentment-against,"BANGKOK - As campaigning for Thailand's March 24 election heats up and puts military spending in politicians' cross hairs, Thailand's powerful army chief has warned against stirring resentment against the men in green.
The Thai army is ""the most able pillar that supports the country and also the monarchy"", General Apirat Kongsompong told The Straits Times in a rare interview on Thursday (Feb21).","times, warns, neutral, chief, stay, supports, pledges, military, told, spending, thai, stirring, army, warned, thailands, straits, resentment",Severe weather disruptions
293,08/2016,BAGHDAD • Record,Heatwave in Mid-East may portend woes of global warming,https://www.straitstimes.com/world/heatwave-in-mid-east-may-portend-woes-of-global-warming,"In the coming decades, United Nations officials and climate scientists predict that the region's mushrooming populations will face extreme water scarcity, temperatures almost too hot for human survival and other consequences of global warming.
These countries have already been grappling with remarkably warmer summers in recent years, but this year has been particularly brutal.
That would place tremendous stress on countries where scientists predict significantly lower rainfall and saltier groundwater from rising sea levels.
Already, most countries in the region face acute water crises because of dry climates, rapidly surging consumption and wasteful agricultural practices.
Last year, Iraqis rallied in Baghdad against their government's inability to provide enough electricity during another scorching summer heatwave.","region, temperatures, countries, mideast, heatwave, woes, summer, portend, nearly, global, water, month, deg, scientists, warming, climate",Severe weather disruptions
294,02/2019,"The WMO said heightened temperatures also contributed to a number of extreme weather events such as hurricanes, droughts and flash flooding.

""Many of the extreme weather events are consistent with what we expect from a changing climate. This is the reality we need to face up to,"" Mr Taalas said.

The UN body also said that 2019 has picked up where 2018 left off, with Australia experiencing its warmest January on record. It warned that intense heatwaves ""are becoming more frequent as a result of climate change"".

Similar reports on climate trends released by the US space agency Nasa and the US National Oceanic and Atmospheric Administration (NOAA) also confirmed that last year was the fourth warmest in modern times.

Sea ice cover in the Arctic and Antarctic both marked the second lowest ever observed.

Meanwhile, there were 14 weather","Last four years hottest on record, UN confirms",https://www.straitstimes.com/world/last-four-years-hottest-on-record-un-confirms,"The WMO said heightened temperatures also contributed to a number of extreme weather events such as hurricanes, droughts and flash flooding.
""Many of the extreme weather events are consistent with what we expect from a changing climate.
The UN body also said that 2019 has picked up where 2018 left off, with Australia experiencing its warmest January on record.
It warned that intense heatwaves ""are becoming more frequent as a result of climate change"".
""About US$73 billion of this total was attributable to three events: Hurricanes Michael (US$25 billion) and Florence (US$24 billion), and the complex of western wildfires (US$24 billion).""","warmest, confirms, temperatures, events, us24, billion, hottest, record, weather, change, warming, cold, climate",Severe weather disruptions
295,01/2021,WASHINGTON (NYTIMES) ,"Children's screen time soars in Covid-19 pandemic, alarming parents and researchers",https://www.straitstimes.com/world/united-states/childrens-screen-time-soars-in-covid-19-pandemic-alarming-parents-researchers,"WASHINGTON (NYTIMES) - The day after New Year's Day, Mr John Reichert of Boulder, Colorado, had a heated argument with his 14-year-old son, James.
During the long months of lockdowns and shuttered schools, Mr Reichert, like many parents, overlooked the vastly increasing time that his son was spending on video games and social media.
said Mr Reichert, a technical administrator in the local sheriff's office.
When the outbreak hit, many parents relaxed restrictions on screens as a stopgap way to keep frustrated, restless children entertained and engaged.
Scientists say that children's brains, well through adolescence, are considered ""plastic"", meaning they can adapt and shift to changing circumstances.","researchers, mr, son, alarming, university, day, school, parents, childrens, pandemic, reichert, children, world, covid19, soars, screen, social",Severe weather disruptions
296,11/2018,"Prime Minister Lee Hsien Loong stressed the cumulative effect that each individual action contributes towards climate change, saying that there is a need for mindsets and lifestyles to change (S'pore to shore up defences as mercury and seas rise; Nov 4).

One significant idea that has been ingrained in Singaporeans is the need for air",Design choices can make homes cooler,https://www.straitstimes.com/forum/letters-in-print/design-choices-can-make-homes-cooler,"In households, air-conditioning has been the key driver of the increase in electricity consumption and accounts for about 24 per cent of a household's electricity consumption (Singapore's household electricity consumption up 17 per cent over past decade; May 5).
While it is difficult to persuade Singaporeans to use less air-conditioning, it is possible to design cooler homes that reduce the need for it.
A new criterion for ambient interior temperature can be included for new residential buildings.
This criterion will assess the natural interior temperature of residential buildings.
Although the scheme already accounts for green features in buildings, measuring the natural interior temperature will encourage developers to ensure that these green measures are indeed effective.","interior, singaporeans, reduce, consumption, measures, electricity, need, temperature, design, choices, cooler, homes, green",Severe weather disruptions
297,11/2018,"Prime Minister Lee Hsien Loong stressed the cumulative effect that each individual action contributes towards climate change, saying that there is a need for mindsets and lifestyles to change (S'pore to shore up defences as mercury and seas rise; Nov 4).

One significant idea that has been ingrained in Singaporeans is the need for air",Week's top letter #2: Design choices can make homes cooler,https://www.straitstimes.com/forum/letters-on-the-web/weeks-top-letter-2-design-choices-can-make-homes-cooler,"In households, air-conditioning has been the key driver of the increase in electricity consumption and accounts for about 24 per cent of a household's electricity consumption (Singapore's household electricity consumption up 17 per cent over past decade; May 5).
While it is difficult to persuade Singaporeans to use less air-conditioning, it is possible to design cooler homes that reduce the need for it.
A new criterion for ambient interior temperature can be included for new residential buildings.
This criterion will assess the natural interior temperature of residential buildings.
Although the scheme already accounts for green features in buildings, measuring the natural interior temperature will encourage developers to ensure that these green measures are indeed effective.","letter, interior, reduce, singaporeans, consumption, weeks, measures, electricity, need, temperature, design, choices, cooler, homes, green",Severe weather disruptions
298,08/2018,"He was racing for Singapore's first medal at these Asian Games, and being hunted down by South Korea's Lee Ho",Pressure spurs gritty Jonathan,https://www.straitstimes.com/sport/pressure-spurs-gritty-jonathan,"He was racing for Singapore's first medal at these Asian Games, and being hunted down by South Korea's Lee Ho-joon in the final leg of the men's 4x200m freestyle relay amid a cacophony from a raucous crowd yesterday.
But 16-year-old Jonathan Tan kept his head down, fixed his gaze on the wall of the pool at the Gelora Bung Karno Aquatic Centre and held his nerve to pull off his biggest swim under the greatest pressure he had ever experienced.","wall, jonathan, pressure, pull, relay, 16yearold, tan, asian, singapores, games, spurs, racing, swim, raucous, south, gritty, yesterdaybut, swimmer",Severe weather disruptions
299,11/2020,"A woman who sued national water agency PUB, after she fell into a 1.8m",Woman suing PUB adds schizophrenia to injury list,https://www.straitstimes.com/singapore/courts-crime/woman-suing-pub-adds-schizophrenia-to-injury-list,"Lawyer K. Anparasan, acting for PUB's insurers, argued that Madam Chan ""has a proclivity to obtain and amend medical evidence to her satisfaction"".
Madam Chan spent five days at Tan Tock Seng Hospital and was diagnosed with trauma, bruises on her hip and an ankle fracture.
Yesterday, Madam Chan spoke softly but was composed when she was cross-examined on the stand.
In her suit, Madam Chan said she earned $11,500 a month at HP&S International, which turned out to be a dormant family company.
Madam Chan disagreed the address was changed so that she cannot be linked to HP&S.","ptsd, chan, adds, manhole, injuries, suing, devadason, accident, list, told, schizophrenia, injury, woman, evidence, medical, pub, madam",Severe weather disruptions
300,11/2020,SINGAPORE ,"Woman sues PUB for $5 million after falling into manhole, says accident caused schizophrenia",https://www.straitstimes.com/singapore/courts-crime/woman-who-sued-pub-after-falling-into-manhole-now-claims-accident-caused-her,"Madam Chan is now seeking about $5 million in damages.
PUB has accepted 70 per cent of the liability for the accident, but disputes her claims for items that include loss of future earnings and future medical expenses.
Lawyer K. Anparasan, acting for PUB's insurers, argued that Madam Chan ""has a proclivity to obtain and amend medical evidence to her satisfaction"".
He said the defendant's psychiatric and psychology experts will testify that Madam Chan did not suffer from PTSD and that ""there might have been a degree of embellishment"".
Mr Anparasan also argued that Madam Chan was ""dishonest"" in formulating her claim and had ""concocted evidence with a hope of obtaining a windfall"".","manhole, chan, injuries, future, walking, devadason, accident, million, court, schizophrenia, woman, caused, falling, sues, pub, madam, medical",Severe weather disruptions
301,11/2020,"Hi all,

In today's bulletin: Singapore makes Covid","Asian Insider, Nov 12: Singapore’s Asean Summit vaccine call, Typhoon Vamco hammers Philippines",https://www.straitstimes.com/asia/asian-insider-nov-12-singapores-asean-summit-vaccine-call-typhoon-vamco-hammers-philippines,"Hi all,In today's bulletin: Singapore makes Covid-19 vaccine call at Asean Summit, Biden to be US' first Indo-Pacific President, China's trade threats put Australia on edge, Alibaba's Singles' Day sales, Typhoon Vamco in the Philippines, and more.
Over in India, its Serum Institute said it has made 40 million doses of AstraZeneca's potential Covid-19 vaccine and will soon start making Novavax's rival shot, as both firms seek regulatory approval.
On Thursday, Japan's Prime Minister Yoshihide Suga and South Korea's President Moon Jae-in spoke with Mr Biden in separate phone calls.
Mr Suga and Mr Biden confirmed the importance of US-Japan ties, as well as a ""free and open Indo-Pacific"" region, while Mr Moon and Mr Biden reaffirmed their commitment to the US-South Korea alliance, and a peaceful Korean peninsula.
Talks are ongoing to arrange a call between Taiwan's President Tsai Ing-wen and Mr Biden, Taiwanese officials said.","mr, singapores, asian, vaccine, president, day, typhoon, vamco, summit, china, philippines, covid19, biden, nov, hammers, indopacific, sales, insider",Severe weather disruptions
302,11/2020,TOKYO ,Japan's Covid-19 cases hit new daily high as 'third wave' fears rise,https://www.straitstimes.com/asia/east-asia/japans-covid-19-cases-hit-new-daily-high-as-third-wave-fears-rise,"TOKYO - Japan hit a new daily high in Covid-19 cases on Thursday (Nov 12), with at least 1,651 cases nationwide, according to a tally by broadcaster NHK.
Economy Minister Yasutoshi Nishimura, who is in charge of Japan's coronavirus response, warned of more stringent measures if the infections continue to spike, leading to an overburden on medical institutions.
Mainland China registered 15 new cases on Wednesday, the national health authority said on Thursday, bringing its total tally to 86,299.
South Korea added 143 more cases on Thursday, raising its caseload to 27,942.
Japan's total was 113,816 cases.","total, hit, wave, high, response, large, daily, japans, cases, fears, rise, surge, travel, nishimura, covid19, south, tally",Severe weather disruptions
303,11/2020,Japan hit a new daily high in Covid,Fresh infections in Japan hit new daily high,https://www.straitstimes.com/asia/east-asia/fresh-infections-in-japan-hit-new-daily-high,"Japan hit a new daily high in Covid-19 cases yesterday, with at least 1,651 cases nationwide, according to a tally by broadcaster NHK.
In response to the surge, Mr Nishimura said capacity limits for large events will be kept in place for another three months until the end of next February.
South Korea added 143 cases yesterday, raising its caseload to 27,942.
Tokyo recorded 393 cases yesterday, its highest since Aug 8.
Even without the latest spike, the Covid-19 crisis has driven up bankruptcies and suicides across Japan, while also pushing unemployment to a three-year high.","tokyo, infections, hit, mr, measures, high, daily, japan, cases, fresh, yesterday, travel, surge, coronavirus, minister",Severe weather disruptions
304,05/2018,(NYTIMES) ,Procrastibaking is a thing: Baking to avoid work,https://www.straitstimes.com/lifestyle/food/procrastibaking-is-a-thing-baking-to-avoid-work,"Procrastibaking - the practice of baking something completely unnecessary, with the intention of avoiding ""real"" work - is a surprisingly common habit that has only recently acquired a name.
Procrastibaking is also a thriving hashtag on Instagram, where #procrastibaking posts seem to proliferate just before annual rituals of anxiety like examination weeks, Tax Day and Election Day.
Baking sweet potatoes until they caramelise is a great project, she said, but it is not procrastibaking.
A shopping trip to buy cocoa powder destroys the fantasy that the baking is not really an interruption of the work.
Many writers say that procrastibaking is actually part of their work, allowing them to enter a ""flow state"" that is conducive to creative thinking.","room, butter, add, pan, tsp, ingredients, cookies, procrastibaking, thing, avoid, let, baking, work",Severe weather disruptions
305,05/2018,"The trust that Singaporeans place in the Government to keep their children safe during national service will not be taken lightly, and commanders at all levels are responsible for ensuring safety.

Defence Minister Ng Eng Hen and Home Affairs and Law Minister K. Shanmugam made this pledge in Parliament yesterday as they revealed moves to tighten safety rules and discipline after deaths of two full",Tighter discipline and safety rules following NSF deaths,https://www.straitstimes.com/singapore/tighter-discipline-and-safety-rules-following-nsf-deaths,"Referring to the SAF case, Dr Ng said: ""We must constantly improve the rigour of our safety systems.
He said the External Review Panel on SAF Safety - an existing group comprising senior medical consultants and academics that scrutinises the military's safety management - will have a member appointed to Committees of Inquiry (COIs) to address potential lapses.
Noting that there are accusations against CFC Lee's commanders, Dr Ng said the COI and police will fully investigate the circumstances to establish the facts.
The vehicle commander died during an exercise in Queensland last September when the vehicle he was guiding landed on its side.
Dr Ng said the SAF has tightened training safety regulations accordingly, and introduced more training for armoured vehicle commanders over uneven terrain, among other things.","commanders, singapore, died, shanmugam, safety, vehicle, training, discipline, rules, deaths, saf, scdf, nsf, dr, tighter, following",Severe weather disruptions
306,04/2018,And because it takes about 10 years for even the fastest,Heatwave changed Great Barrier Reef forever: Scientists,https://www.straitstimes.com/asia/australianz/heatwave-changed-great-barrier-reef-forever-scientists,"The new results, Dr Hughes said, show that roughly half of the corals along the 2,000km-long reef died in the past two years of bleaching.
The death toll amounts to about a billion corals, but there are another billion remaining.
""There's still a billion corals left, and they're breeding,"" Dr Hughes said.
""We were surprised to see about a 25 per cent loss of corals in the north that was more or less instantaneous,"" Dr Hughes said.
""The ones that are left are the really tough ones, which will probably inherit the earth,"" Dr Hughes said.","study, probably, forever, great, reef, changed, hughes, heatwave, 2016, billion, dr, barrier, corals, bleaching, scientists, change",Severe weather disruptions
307,11/2020,BEIJING (REUTERS) ,"Fin or tech? Why China's Ant, biggest-ever IPO, says it's a tech firm not a bank",https://www.straitstimes.com/business/banking/fin-or-tech-why-chinas-ant-biggest-ever-ipo-says-its-a-tech-firm-not-a-bank,"That is important for investors before and after the initial public offering of US$34.4 billion (S$46.9 billion), surpassing Saudi Aramco's record US$29.4 billion float last year.
A spinoff from billionaire Jack Ma's Alibaba Group, Ant presents itself as a technology company, while financial regulators suggest the firm remains under their purview.
The Hangzhou-based giant benefits from the far richer valuations the market affords to tech firms than to financial institutions.
It hopes to escape the closer scrutiny of financial regulators, analysts say.
China's central bank and financial regulators met on Monday with Mr Ma and top Ant executives as Beijing published draft rules for online micro-lending.","public, payments, regulators, shares, firm, technology, ant, billion, chinas, bank, financial, fin, tech, biggestever, ipo, company",Severe weather disruptions
308,04/2018,TOKYO (AFP) ,"Tokyo 2020 Olympics preparations back on track after rocky start, say officials",https://www.straitstimes.com/asia/east-asia/tokyo-2020-olympics-preparations-back-on-track-after-rocky-start-say-officials,"TOKYO (AFP) - On a nondescript patch of land east of Tokyo, cranes are whirring frantically against a city skyscraper backdrop as 200 workers toil on the 2020 Olympic canoe venue.
""Roughly 25 per cent of the work is already done,"" said Mr Daishuu Tone, director of venues for the Tokyo Metropolitan Government.
And Tokyo 2020 chief executive officer Toshiro Muto is also bullish, telling reporters: ""Everything is going very smoothly and I can clearly say that most of the competition venues are on track and they will be completed as scheduled.""
In December, Tokyo 2020 organisers announced a ""significant"" cut of US$1.4 billion (S$1.8 billion) in the budget, bringing the overall bill to 1.35 trillion yen (S$16.6 billion).
Tokyo 2020 organisers were also embarrassed by a plagiarism scandal that led to the scrapping of the original games logo due to its similarity to that of a Belgian theatre and a separate Spanish design.","workers, tokyo, preparations, officials, 2020, olympics, organisers, koike, olympic, japan, say, games, budget, rocky, venues, track, start",Severe weather disruptions
309,03/2018,"Globalfoundries, a semiconductor company, had redesigned equipment and reduced its petrol consumption by 31 per cent. ""This resulted in annual cost savings of about $260,000 and an annual carbon abatement of about 640 tonnes,"" said Mr Masagos.

Fuel company Chevron Oronite also netted annually energy savings of $1.8 million and a carbon abatement of 4,800 tonnes by installing new equipment, like a boiler system that can recover waste heat from other processes to generate steam.

But Mr Masagos acknowledged that the 30 to 40 companies affected by the carbon tax needed time to make adjustments.

Meanwhile, various government measures have been implemented to help companies move towards a low",Parliament: Carbon tax Bill approved amid some MPs' concerns that it may blunt Singapore's competitve edge,https://www.straitstimes.com/politics/parliament-carbon-tax-bill-approved-amid-some-mps-concerns-that-it-may-blunt-singapores,"""This resulted in annual cost savings of about $260,000 and an annual carbon abatement of about 640 tonnes,"" said Mr Masagos.
But Mr Masagos acknowledged that the 30 to 40 companies affected by the carbon tax needed time to make adjustments.
For example, to give companies time for the transition, the Government has set the carbon tax at an initial $5 per tonne of greenhouse gas emissions from 2019 to 2023.
Revenue from the carbon tax will also be used to fund green initiatives of large emitters as well as small and medium enterprises, Mr Masagos added.
Beyond the rebates, it is also important to encourage energy-saving habits in households on a sustained basis, Mr Masagos said.","concerns, mr, carbon, singapores, masagos, gas, tonnes, tax, competitve, companies, mps, tonne, parliament, bill, small, blunt, households, edge",Severe weather disruptions
310,10/2020,CHARLESTON (AFP) ,"Legacy of racism touches presidential election, everyday life in US South",https://www.straitstimes.com/world/united-states/legacy-of-racism-touches-presidential-election-everyday-life-in-us-south,"CHARLESTON (AFP) - On one side, a General Robert E Lee look-alike waves a large Confederate flag, facing off against counter-protesters on the other bearing placards that say ""Racism kills"" and ""KKK Go Away.""
America's reckoning with racism and discrimination has impacted the turbulent presidential campaign, as a galvanised Black Lives Matter movement heaped pressure on politicians to address the country's inequities.
Each weekend for the past five years, Braxton Spivey has unfurled his Confederate flag at the Confederate Defenders of Charleston monument overlooking the wide harbour.
Since then more than 100 monuments and other symbols of the Confederacy - the pro-slavery southern states that seceded from the union in 1861 - have been removed from public spaces as part of the national reckoning.
""They stand in front of this statue, with this fairy tale that it's a noble cause, when the truth is it's a bunch of racists celebrating racist history, and that's why we're here,"" the 53-year-old said.","history, racist, life, touches, white, charleston, spivey, election, south, racism, everyday, states, legacy, flag, confederate, southern, presidential",Severe weather disruptions
